itr,af3a,af3hb,af3t,af4a,af4hb,af4t,pxa,pxhb,pxt,af3lb,af3g,af4lb,af4g,pxlb,pxg,pzt,pza,pzlb,pzhb,pzg,t8t,t8a,t8lb,t8hb,t8g
71,5.506,2.063,26.912,4.486,1.89,26.659,8.75,2.583,20.817,3.793,0.609,5.317,0.508,5.231,1.319,10.768,8.307,2.81,1.382,0.533,12.794,7.513,4.881,3.01,1.246
72,8.06,2.504,31.253,5.926,2.15,25.317,10.559,2.584,28.825,4.588,0.643,6.505,0.552,5.5,1.22,14.216,12.633,3.47,1.628,0.543,19.117,9.871,4.881,3.442,1.282
73,12.468,3.114,44.093,9.486,2.653,33.125,13.646,2.912,42.177,6.411,0.781,8.32,0.748,6.808,1.191,25.788,18.609,4.821,2.103,0.723,33.336,13.782,5.76,4.054,1.507
74,18.396,3.829,62.965,15.074,3.332,48.726,17.82,3.529,58.599,8.994,0.996,10.672,1.055,9.209,1.202,44.913,25.045,6.793,2.779,1.006,55.224,18.805,7.53,4.811,1.835
75,24.625,4.528,83.456,21.557,4.035,67.727,22.378,4.309,75.252,11.734,1.232,13.047,1.398,11.973,1.228,65.921,30.281,9.104,3.518,1.307,77.536,23.716,9.793,5.567,2.18
76,29.379,5.03,98.861,27.01,4.534,83.342,26.335,5.032,83.148,13.734,1.418,14.625,1.674,14.058,1.262,83.249,32.798,11.098,4.12,1.532,95.065,26.895,11.718,6.105,2.449
77,30.95,5.154,103.167,29.41,4.632,89.07,28.661,5.477,83.061,14.304,1.495,14.765,1.8,14.554,1.31,90.059,31.817,12.195,4.417,1.612,99.95,27.061,12.589,6.247,2.559
78,28.584,4.816,95.124,27.659,4.272,83.194,28.684,5.525,74.826,13.183,1.443,13.306,1.75,13.19,1.381,85.395,27.636,12.043,4.349,1.536,92.481,23.899,12.029,5.981,2.499
79,23.155,4.083,76.578,22.461,3.559,67.035,26.551,5.193,60.737,10.77,1.294,10.69,1.572,10.462,1.466,69.833,21.653,10.768,3.987,1.36,73.346,18.469,10.274,5.461,2.363
80,16.488,3.157,53.819,15.763,2.711,46.687,23.04,4.636,45.876,7.874,1.115,7.749,1.355,7.354,1.54,49.725,15.627,8.793,3.502,1.17,50.117,12.533,7.939,4.931,2.304
81,10.424,2.284,33.141,9.636,1.967,28.152,19.212,4.05,33.515,5.287,0.966,5.299,1.179,4.843,1.576,30.787,10.909,6.695,3.081,1.042,29.17,7.638,5.758,4.612,2.451
82,6.151,1.667,18.621,5.415,1.476,15.492,15.921,3.587,25.961,3.439,0.877,3.736,1.075,3.384,1.559,17.094,7.948,4.882,2.825,1.001,14.677,4.529,4.187,4.557,2.833
83,3.806,1.377,11.402,3.283,1.256,9.399,13.479,3.298,20.895,2.321,0.836,2.966,1.018,2.834,1.496,9.588,6.328,3.536,2.708,1.01,7.2,2.999,3.298,4.632,3.359
84,2.702,1.382,8.91,2.448,1.241,7.44,11.661,3.165,18.699,1.692,0.807,2.607,0.953,2.756,1.414,6.305,5.302,2.707,2.628,1.005,4.357,2.305,2.902,4.638,3.852
85,2.13,1.609,8.423,2.022,1.357,6.646,10.173,3.167,16.042,1.313,0.764,2.327,0.849,2.722,1.361,4.829,4.336,2.416,2.513,0.94,3.221,1.801,2.727,4.445,4.147
86,1.896,1.985,8.614,1.738,1.547,5.735,8.991,3.326,14.743,1.165,0.71,2.09,0.729,2.767,1.376,4.306,3.473,2.778,2.372,0.828,2.709,1.368,2.68,4.078,4.182
87,2.048,2.417,9.212,1.719,1.743,4.811,8.136,3.62,13.803,1.225,0.664,1.909,0.642,2.954,1.477,4.393,2.924,3.687,2.243,0.717,2.697,1.064,2.664,3.646,4.003
88,2.491,2.803,10.253,2.03,1.876,4.426,7.344,3.944,15.934,1.397,0.647,1.773,0.625,3.337,1.658,5.191,2.738,4.802,2.14,0.659,3.139,0.907,2.583,3.268,3.723
